site,barcode,sdate,catch
RM 122,16011343,09/30/2013,1
LILLY LAKE,16008158,08/09/2005,2
BATH CHUT MC,16009943,09/21/2010,6
MATANZAS,16012312,06/18/2015,39
MATANZAS,16012312,06/18/2015,1
MATANZASLAKE,16003611,10/02/1997,1
wood yard,16007390,09/19/2003,1
,-1600729,09/10/1992,5
MEYERS PITCH,16007050,09/24/2002,5
BATH CHUTE,16013527,07/16/2018,4
BATH CHUTE,16006318,08/13/2001,25
POWERTON MC,16004947,08/11/1999,13
,16000122,07/20/1993,2
TREADWAY,16007023,09/18/2002,3
Peoria TWZ,16011016,07/20/2012,6
SUGAR CREEK,16004820,07/08/1999,2
RM 124,16011631,10/09/2013,1
BATH CHUTE,16008462,08/16/2006,5
BEARDSTOWN,16006307,08/13/2001,1
BEARDSTOWN,16008204,09/28/2005,1
RM 147,16012148,08/20/2015,2
PEORIA TWZ,16006390,08/30/2001,2
TREADWAY,16012434,08/18/2015,1
MATANZAS MCB,16004657,10/14/1998,5
,-1600007,07/26/1990,1
LILY LAKE,16009256,07/08/2008,1
Bath Chute,16007337,09/08/2003,2
LILY LAKE,16013255,07/11/2017,87
TOWHEAD,16012199,09/08/2015,7
COON HOLLOW,16007122,10/04/2002,1
,16000167,08/06/1993,1
TREADWAY,16009391,09/22/2008,1
TREADWAY,16010935,10/23/2012,1
TREADWAY,16010937,10/23/2012,1
Peoria TWZ,16007566,10/10/2003,1
Treadway Lk,16007279,09/09/2003,1
LILY LK,16005093,09/13/1999,3
CHAUTAUQU MC,16002759,10/24/1996,42
COAL DOCK,16007068,09/26/2002,1
MATANZAS,16004968,08/17/1999,1
HAVANA,16008215,09/30/2005,1
LA GRANGE,16005113,09/15/1999,29
CRANE LAKE,16003891,06/29/1998,2
GRAND ISLAND,16004537,09/17/1998,3
,-1600026,08/13/1990,1
WORLEY,16009068,06/16/2008,1
TREADWAY,16005437,07/14/2000,2
LA GRANGE,16003910,07/02/1998,2
DUCK ISLAND,16011483,08/12/2013,1
PEORIA TWZ,16004159,09/03/1998,4
,16000606,07/25/1994,1
GRAPE ISLAND,16013571,08/06/2018,4
,-1600026,08/13/1990,1
QUIVER LAKE,16004029,08/06/1998,3
,16000932,10/11/1994,5
BAR ISLAND,16005145,09/24/1999,1
RM 122,16013517,07/12/2018,108
Peoria TWZ,16009209,10/27/2008,1
TOWHEAD,16008561,10/13/2006,2
MEYERS DITCH,16009562,09/22/2009,1
PEORIATWZ,16005539,08/01/2000,28
TOWHEAD,16008147,08/05/2005,1
,16000135,08/02/1993,9
EMIQUON LEVY,16011385,06/17/2013,1
COPPERAS,16008593,10/26/2006,1
   LA GRANGE,16001124,07/06/1995,1
RM 107,16011596,09/24/2013,1
Peoria TWZ,16012456,09/02/2015,1
,16000584,07/19/1994,1
RM 139,16010819,08/28/2012,2
BIG LAKE,16005215,10/12/1999,1
,-1600013,07/31/1990,1
crane lake,16007638,06/15/2004,1
QUIVER MCBU,16004850,07/20/1999,4
,16000455,06/20/1994,50
BIG LAKE,16006191,07/19/2001,2
MATANZAS,16009267,08/01/2008,1
DUCK ISLAND,16013383,09/22/2017,2
BATH CHUTE,16004157,09/03/1998,2
LILY LAKE,16011610,09/26/2013,1
RM 130,16013386,09/18/2017,1
TOWHEAD ISL,16008195,09/26/2005,1
TOWHEAD,16011837,10/17/2014,6
Pekin Lake,16013454,06/19/2018,1
BANNER SCB,16001427,09/13/1995,1
GRAPE ISLAND,16008805,08/09/2007,1
banner sc,16007428,09/25/2003,1
WOOD SLOUGH,16004817,07/08/1999,1
MATANZASLAKE,16003300,08/14/1997,2
LIVERPOOL,16007051,09/24/2002,1
LILY LAKE,16013255,07/11/2017,98
CRYSTAL LAKE,16013271,07/20/2017,1
TREADWAY,16011933,07/31/2014,1
,-1600450,10/16/1991,5
PATTERSON BA,16008918,08/28/2007,76
WOODYARD,16008209,09/29/2005,1
CLEAR LK MC,16011429,07/08/2013,1
TREADWAY,16011933,07/31/2014,1
MATANZAS,16004680,10/19/1998,5
QUIVER LAKE,16006426,09/10/2001,1
BROWNING MC,16008711,07/09/2007,166
MATANZAS,16008601,10/27/2006,1
PEORIA TWZ,16002094,08/23/1996,1
Peoria TWZ,16010445,08/15/2011,1
RM 111,16012540,10/26/2015,1
Peoria TWZ,16012110,07/24/2015,94
CRANE LAKE,16012484,09/24/2015,1
CRANE LAKE,16002022,08/08/1996,1
GRAND ISLAND,16003982,07/21/1998,2
,-1600581,07/16/1992,5
DUCK ISLAND,16010677,10/26/2011,1
TOWHEAD,16012439,08/24/2015,1
FREDERICK,16008197,09/27/2005,1
TREADWAY LKE,16001467,09/25/1995,2
PEKIN LAKE,16008845,08/23/2007,1
LAKE PEKIN,16012685,09/20/2016,1
LILY LAKE,16011610,09/26/2013,1
COPPERAS,16008593,10/26/2006,1
,16008141,08/17/2005,2
LILY LAKE,16005704,08/29/2000,6
QUIVER ISL,16005501,07/25/2000,1
PEORIA TWZ,16005596,08/10/2000,3
LILLY LAKE,16007911,09/21/2004,1
HAVANA,16008297,09/29/2005,2
EDWARDS STA,16006172,07/16/2001,1
MATANZAS,16008791,08/10/2007,1
MACKINAW MC,16008223,10/04/2005,1
PEORIA TWZ,16002675,10/07/1996,1
GRAND ISLAND,16008794,08/10/2007,1
TOWHEAD,16009048,09/26/2007,1
,16000709,08/16/1994,2
PEORIA TWZ,16004831,07/16/1999,3
liverpool,16007395,09/19/2003,1
MCB AND LAKE,16010352,07/18/2011,36
Peoria TWZ,16009134,08/05/2008,1
RM 114,16012483,09/22/2015,1
,16000868,09/28/1994,1
clear lk mcb,16007394,09/19/2003,1
WOODYARD,16004071,08/12/1998,32
GRAND ISLAND,16007822,08/16/2004,5
TREADWAY,16012014,08/28/2014,1
SUGAR CREEK,16009970,10/11/2010,1
TREADWAY,16012617,08/22/2016,1
,-1600728,09/10/1992,18
Bath Fixed,16012250,10/12/2015,1
BATH CHUTE,16007903,09/21/2004,1
Bath Chute,16008860,08/08/2007,1
bath chute,16007777,08/06/2004,82
TREADWAY,16005104,09/14/1999,1
RM 122,16011343,09/30/2013,1
BATH CHUTE,16009143,08/11/2008,1
RM 96,16010881,10/03/2012,1
GRAND ISLAND,16008191,09/22/2005,1
Peoria TWZ,16011973,08/04/2014,5
MATANZAS,16004622,10/07/1998,1
BATH CHUTE,16007762,08/03/2004,2
BIG LAKE,16005597,08/10/2000,3
QUIVER LAKE,16008552,10/10/2006,1
,16000403,10/22/1993,1
W CAT DITCH,16004678,10/19/1998,2
BAR ISLE,16013532,07/18/2018,26
LILY LAKE,16009513,08/13/2009,1
matanzas lk,16007598,08/22/2003,3
TOWHEAD,16008560,10/13/2006,1
GRAPE/BAR,16013332,08/23/2017,1
BEARDSTOWN,16001570,10/19/1995,21
Stewart MC,16007311,09/08/2003,3
bath chute,16012682,09/19/2016,1
BIG LAKE,16004841,07/19/1999,103
BEEBE LAKE,16005984,10/26/2000,2
TOWHEAD,16012259,10/23/2015,1
MATANZAS,16012312,06/18/2015,1
,-1600679,08/26/1992,1
LOWER TREADW,16001321,08/21/1995,1
Banner SC,16007427,09/25/2003,1
SNICARTE,16005961,10/23/2000,1
Peoria TWZ,16011689,07/21/2014,23
CRANE LAKE,16003085,07/09/1997,6
,16000504,06/30/1994,2
LIVERPOOL,16005547,08/02/2000,2
LIVERPOOL 30,16009913,08/13/2010,5
STEWART LAKE,16009915,08/16/2010,2
,16000332,09/29/1993,2
MATANZAS,16011535,09/05/2013,1
,16000586,07/19/1994,1
BATH CHUTE,16007172,10/23/2002,1
BATH CHUTE,16009036,10/12/2007,1
Bath Chute,16008860,08/08/2007,1
Peoria TWZ,16007563,09/22/2003,9
MATANZAS,16012232,09/29/2015,6
,16000331,09/27/1993,3
TOWHEAD,16011128,09/24/2012,3
MEYERS DITCH,16009347,08/29/2008,1
U BATH CHUTE,16001498,10/06/1995,3
,16000390,10/18/1993,1
MEYERS DITCH,16006857,08/09/2002,4
BATH FIX,16006654,10/23/2001,1
CLEAR LAKE,16004770,06/24/1999,1
BAR ISLAND,16005086,09/13/1999,1
TREADWAY,16013169,10/19/2017,1
matanzas mc,16007660,06/18/2004,1
,-1600732,09/14/1992,1
SOUTH OF BC,16006805,07/12/2002,63
lily lake,16007625,10/14/2003,1
,16000919,10/07/1994,1
PEORIA TWZ,16005509,07/26/2000,5
Bath Fixed,16013252,07/10/2017,1
,-1600674,08/26/1992,1
BAR ISLAND,16008111,08/04/2005,6
SNICARTE,16012946,10/10/2016,1
LAMOINE MCB,16005513,07/27/2000,38
TOWHEAD,16005958,10/23/2000,2
MATANZASMCBU,16003348,08/28/1997,3
GRAPE/BAR,16011608,09/26/2013,1
MUSCOOTENBAY,16007622,10/14/2003,1
,-1600724,09/10/1992,1
EDWARDS STA,16006730,06/24/2002,3
BATH CHUTE,16011594,09/24/2013,1
,16000679,08/10/1994,1
RM 87,16012240,09/30/2015,1
PEKIN,16005166,10/01/1999,7
TOWHEAD,16012944,10/04/2016,1
KINGSTON,16003346,08/26/1997,1
MATANZAS,16004985,08/19/1999,2
L BATH CHUTE,16004823,07/09/1999,1
MATANZAS LK,16001405,09/05/1995,2
DUCK ISLAND,16006357,08/16/2001,2
BATH CH FIX,16003674,10/15/1997,2
DUCK ISLAND,16009018,10/16/2007,1
EDWARDS STA,16005136,09/20/1999,1
,-1600740,09/16/1992,1
,16000274,09/15/1993,1
RM 155,16012227,09/28/2015,1
TOWHEAD,16008196,09/26/2005,1
LILY LAKE,16003687,10/17/1997,1
clear lk mcb,16007391,09/19/2003,1
TOWHEAD,16012198,09/08/2015,17
MASCOOTEN,16004666,10/16/1998,2
TOWHEAD,16009309,08/06/2008,1
RM 138.5,16012445,08/26/2015,4
QUIVER LAKE,16001528,10/11/1995,3
Banner SC,16007427,09/25/2003,1
Bath Chute,16012545,06/24/2016,1
BROWNING MC,16003937,07/08/1998,1
BATH CHUTE,16009020,10/15/2007,7
,-1600427,10/03/1991,26
BIG LAKE,16001893,07/15/1996,8
LA GRANGE,16005716,08/31/2000,1
Peoria TWZ,16008452,08/15/2006,70
TREADWAYLAKE,16005612,08/14/2000,1
ABOVE BATH,16009993,06/18/2010,1
BATH CHUTE,16009255,07/08/2008,2
RM 153,16012777,06/16/2016,1
POWERTON MCB,16004161,09/08/1998,3
bath fixed,16007551,10/09/2003,1
Bath Fixed,16008540,10/06/2006,1
,16000116,07/15/1993,2
RM 149,16010647,10/18/2011,1
COPPERAS,16008593,10/26/2006,1
RM 148,16013753,10/19/2018,1
MATANZAS,16008750,07/13/2007,2
Peoria TWZ,16008789,08/03/2007,1
COPPERAS CRK,16010129,08/30/2010,1
COAL DOCK,16007068,09/26/2002,4
RM 135,16010400,08/12/2011,1
CRANE LAKE,16010490,09/02/2011,1
Turkey Is.,16007751,07/01/2004,1056
GRAND ISLAND,16001373,08/28/1995,7
TREADWAY LKE,16001467,09/25/1995,1
PEORIA TWZ,16005737,09/07/2000,2
NORTH OF BRN,16006806,07/12/2002,2
MEYERS DITCH,16013668,09/27/2018,1
BEARDSTOWN,16005975,10/25/2000,1
LILY LK,16005093,09/13/1999,1
BATH CHUTE,16004802,07/01/1999,1
Peoria TWZ,16008772,07/16/2007,1
TOWHEAD,16012985,10/12/2016,1
RM 125.5,16011661,07/01/2014,10
RM 88,16013538,07/20/2018,1
TREADWAY,16004131,08/31/1998,1
towhead,16008964,09/26/2007,1
BAR ISLAND,16008942,09/17/2007,1
TREADWAY,16006338,08/14/2001,1
Towhead,16007929,09/24/2004,1
,16000266,09/13/1993,1
GRAPE IS,16006281,08/09/2001,2
RM 111,16013544,08/06/2018,1
CRANE LAKE,16002722,10/15/1996,1
MATANZAS,16004117,08/27/1998,1
ABOVE BROWN,16008450,08/14/2006,2
QUIVER LAKE,16004743,06/17/1999,15
BATH FIX,16005916,10/16/2000,2
BATH CHUTE,16008419,08/02/2006,2
Peoria TWZ,16012137,08/10/2015,10
PEORIA TWZ,16003997,07/28/1998,2
BIG LAKE,16008556,10/11/2006,1
MUSCOOTEN,16003401,09/05/1997,1
RM 81,16011733,08/25/2014,11
POWERTON D,16011367,10/24/2013,1
MATANZAS,16004966,08/17/1999,1
ABOVE BROWN,16007984,10/05/2004,1
Peoria Twz,16007534,08/14/2003,1
BAR ISLAND,16008112,08/04/2005,2
CRYSTAL LAKE,16010145,09/03/2010,2
RM 143,16013270,07/24/2017,2
MATANZAS,16008792,08/10/2007,1
81.9,16011528,09/03/2013,2
BATH CHUTE,16010969,06/26/2012,1
PEKIN LAKE,16013006,06/26/2017,8
RM 126,16012108,07/23/2015,19
,16000174,08/10/1993,1
CAT DITCH,16013685,09/28/2018,1
GRAPE ISLAND,16008689,07/02/2007,1
BATH CHUTE,16008541,10/06/2006,1
BAR IS,16009244,07/01/2008,1
TREADWAY,16012617,08/22/2016,2
CRANE LAKE,16005206,10/12/1999,1
MATANZAS MCB,16003160,07/28/1997,1
BATH CHUTE,16012251,10/12/2015,5
,16001010,10/24/1994,2
RM 147,16013688,09/28/2018,1
CRANE LAKE,16003890,06/29/1998,4
Bath Chute,16007254,07/10/2003,1
GRAPE ISLAND,16013571,08/06/2018,1
BATH CHUTE,16002085,08/21/1996,58
LIVERPOOL,16007947,09/27/2004,1
U BATH CHUTE,16001500,10/06/1995,3
LILLY LAKE,16008321,10/11/2005,1
MATANZAS,16003423,09/10/1997,32
RM 111,16012540,10/26/2015,6
TREADWAY LK,16003383,09/03/1997,2
Peoria TWZ,16008358,08/07/2006,4
LILLY LAKE,16007911,09/21/2004,1
BATH CHUTE,16004157,09/03/1998,1
LILLY LAKE,16012619,08/23/2016,1
TREADWAYLAKE,16006861,08/12/2002,6
peoria twz,16007755,08/02/2004,11
TREADWAY,16013058,08/15/2017,10
MATANZAS,16011755,08/29/2014,1
RM 94,16012101,07/20/2015,2
BATH CHUTE,16010147,09/16/2010,14
Bath Fixed,16008540,10/06/2006,1
Bath Chute,16007337,09/08/2003,1
BAR ISLAND,16010028,06/28/2010,1
BATH CHUTE,16009922,08/17/2010,1
TREAD WAY,16010023,07/01/2010,1
WORLEY LAKE,16006695,06/18/2002,8
LAGRANGE TWZ,16004723,10/30/1998,20
,16000380,10/14/1993,2
BATH CH,16003675,10/15/1997,5
MATANZAS,16011537,09/05/2013,1
Bath Fixed,16011592,09/24/2013,1
MATANZAS LK,16001294,08/07/1995,4
BATH CHUTE,16003552,09/18/1997,1
,16000262,09/09/1993,10
TOWHEAD IS,16006094,07/03/2001,6
CHAIN LK MC,16006297,08/10/2001,2
BATH CHUTE,16008884,08/29/2007,1
Bath Fixed,16012359,07/17/2015,9
TOWHEAD,16012944,10/04/2016,1
Peoria TWZ,16012021,09/02/2014,1
LAGRANGE,16006362,08/17/2001,3
mendenhall,16007756,08/02/2004,3
TREADWAY,16004145,09/01/1998,1
M BATH CHUTE,16001391,08/31/1995,1
GRAPE LS,16007054,09/25/2002,1
QUIVER MC,16005056,09/07/1999,13
RM 157,16010829,08/27/2012,1
CHAIN LAKE,16006970,08/29/2002,2
BIG LAKE,16006715,06/21/2002,1
N LILLYLAKE,16010406,08/17/2011,1
BATH CHUTE,16003266,08/08/1997,2
BROWNING,16006973,08/29/2002,1
bath fix,16007749,07/06/2004,1
PEKIN RAMP,16003276,08/11/1997,8
LIVERPOOL,16003047,06/30/1997,17
clear lk mcb,16007391,09/19/2003,1
clear lk mcb,16007391,09/19/2003,1
MATANZAS,16004622,10/07/1998,1
BATH CHUTE,16010147,09/16/2010,1
COAL DOCK,16003652,10/10/1997,5
MATANZAS,16004982,08/19/1999,1
SUGAR CREEK,16008198,09/27/2005,1
clear lk mcb,16007394,09/19/2003,1
Peoria TWZ,16010133,08/30/2010,1
,-1600664,08/24/1992,5
crystal Lake,16007591,08/11/2003,1
U BATH CHUTE,16001260,08/04/1995,9
LAGRANGE TWZ,16006826,07/18/2002,5
MATANZAS,16008136,08/08/2005,1
Grans Isl,16007226,07/28/2003,1
mantazas lke,16007606,08/27/2003,1
BATH CHUTE,16012656,08/04/2016,4
GRAND IS MCU,16001493,10/05/1995,1
,-1600050,08/22/1990,1
,-1600028,08/13/1990,1
Copperas Cr,16009976,10/18/2010,1
HAVANA,16008654,06/21/2007,7
PEKIN BOAT,16008783,08/07/2007,1
U TREADWAY,16001345,08/22/1995,1
SNICARTE SL,16007117,10/03/2002,1
BATH CHUTE,16011594,09/24/2013,1
LAGRANGE TWZ,16005323,06/16/2000,4
MUSCOOTEN BY,16001315,08/16/1995,10
BATH CHUTE,16008807,08/08/2007,31
matanzas mcb,16007332,08/05/2003,5
RM 148,16013534,07/25/2018,1
  CHAIN LAKE,16001153,07/13/1995,1
COON HOLLOW,16003898,06/30/1998,15
MATANZAS,16012232,09/29/2015,1
,-1600818,10/06/1992,2
BAR ISLAND,16003326,08/22/1997,16
MATANZAS,16005982,10/26/2000,11
BROWNING,16004046,08/10/1998,39
BATH CHUTE,16011590,09/23/2013,8
CLEAR LK MC,16008194,09/26/2005,1
LAGRANGE TWZ,16003588,09/25/1997,3
big lake,16007768,08/04/2004,8
GRAPE ISLAND,16012239,09/30/2015,1
LA GRANGETWZ,16001421,09/08/1995,7
MEYERS DIT,16013449,06/15/2018,11
,16000192,08/19/1993,5
PATTERSON BA,16008920,08/28/2007,1
  BATH FIXED,16001122,07/06/1995,1
,-1600725,09/10/1992,1
GRAND ISLAND,16009141,08/11/2008,1
BATH CHUTE,16003523,09/15/1997,2
MATANZAS,16003411,09/08/1997,2
CRANE LAKE,16005434,07/14/2000,2
Peoria TWZ,16011689,07/21/2014,84
TOWHEAD,16008992,10/03/2007,1
MATANZAS MCB,16005421,07/07/2000,5
ABOVE GRND I,16008449,08/14/2006,13
PEORIA TWZ,16006417,09/07/2001,28
BAR ISLE,16013532,07/18/2018,1
SUGAR CK SCB,16002671,10/03/1996,1
 BATH CH FIX,16001092,06/22/1995,32
COAL DOCK,16007068,09/26/2002,1
,-1600769,09/28/1992,1
TREADWAY,16012617,08/22/2016,6
LAGRANGE TWZ,16006996,09/12/2002,1
,16000494,06/28/1994,3
  BAR ISLAND,16001162,07/14/1995,1
,16000611,07/27/1994,1
GRAND IS MC,16006887,08/14/2002,18
BEARDSTOWN,16008206,09/28/2005,1
,16000415,10/25/1993,1
PEKIN BOAT,16003945,07/10/1998,1
PEORIA TWZ,16005596,08/10/2000,1
BATH CHUTE,16002554,09/09/1996,1
ABOVELAGRTWZ,16003887,06/29/1998,1
matanzas lk,16007597,08/22/2003,1
PEORIA TWZ,16004709,10/29/1998,1
,16000812,09/09/1994,3
SUGAR CREEK,16006807,07/12/2002,163
FREDERICK,16008438,08/08/2006,1
PEORIA TWZ,16004704,10/26/1998,3
TOWHEAD,16009337,08/22/2008,1
BANNER,16008686,06/29/2007,1
BEARDSTOWN,16007922,09/20/2004,1
BATHE CHUTE,16008186,08/03/2005,1
LA GRANGETWZ,16001421,09/08/1995,30
LA GRANGETWZ,16001421,09/08/1995,2
PEORIA TWZ,16005509,07/26/2000,1
BATH FIX,16006411,09/04/2001,1
TOWHEAD,16008560,10/13/2006,1
RM 126,16012108,07/23/2015,3
LAGRANGE TWZ,16001105,06/27/1995,9
BATH CHUTE,16005549,08/02/2000,4
BANNER MC,16005969,10/24/2000,4
Bath chute,16009941,09/20/2010,1
MATANZASLAKE,16003388,09/04/1997,1
BROWNING MCB,16005271,10/20/1999,8
MATANZASMCBU,16004764,06/24/1999,4
towhead,16008964,09/26/2007,1
TOWHEAD,16009048,09/26/2007,1
LAGRANGE TWZ,16004867,07/23/1999,1
BATH CHUTE,16005006,08/25/1999,25
LILLY LAKE,16006332,08/14/2001,2
WOODYARD,16009890,07/07/2010,40
MUSCOOTEN,16009342,08/05/2008,2
MENDENHALL,16003569,09/23/1997,1
WOOD SLOUGH,16006482,09/20/2001,11
TREADWAY,16010455,08/22/2011,1
CAT DITCH,16009173,10/10/2008,1
CHAIN LAKE,16012924,08/29/2016,5
,-1600756,09/21/1992,1
bath chute,16007661,06/21/2004,1
GRAPE/BAR,16011608,09/26/2013,1
TOWHEAD,16009309,08/06/2008,91
PATTERSON,16012550,06/27/2016,1
TREADWAY,16012512,10/12/2015,1
MATANZAS,16006361,08/16/2001,4
BAR ISLAND,16011138,10/11/2012,1
Bath Fixed,16010138,08/31/2010,2
Bath Fixed,16009241,07/01/2008,1
LAGRANGE,16006859,08/12/2002,40
RM 113,16013399,09/25/2017,1
RM 126,16011990,08/08/2014,25
PEORIA L&D,16004100,08/20/1998,6
Bath fixed,16007555,09/30/2003,3
PEORIA TWZ,16004704,10/26/1998,15
Edwards ST,16010144,09/03/2010,1
TOWHEAD,16010569,10/14/2011,1
WOOD SL,16006483,09/20/2001,34
LAGRANGE TWZ,16005952,10/19/2000,3
MACKINAW MC,16008223,10/04/2005,1
LAGRANGE TWZ,16006559,10/03/2001,3
QUIVER LAKE,16008552,10/10/2006,2
QUIVER LAKE,16005430,07/12/2000,1
GRAPE ISLAND,16004881,07/27/1999,4
CAT DITCH,16013685,09/28/2018,1
GRAPE IS,16009243,07/01/2008,1
,-1600644,08/19/1992,2
BEARDSTOWN,16005974,10/25/2000,2
Bath Fixed,16012250,10/12/2015,1
,-1600728,09/10/1992,24
SUGAR CREEK,16007986,10/05/2004,11
CHAIN LAKE,16006969,08/29/2002,5
BATH CHUTE,16007176,10/23/2002,1
RM 111,16012540,10/26/2015,1
,16000813,09/09/1994,2
BAR ISLAND,16012476,09/21/2015,1
,16000522,07/07/1994,1
DUCK ISLAND,16007181,10/24/2002,1
TOWHEAD,16010185,09/27/2010,4
BAR ISLAND,16008661,06/22/2007,3
MEYERS DITCH,16012626,08/26/2016,1
MATANZAS,16008164,08/10/2005,1
LILY MC,16009515,08/13/2009,10
BATH CHUTE,16013644,09/20/2018,1
BATH CHUTE,16006416,09/06/2001,2
CRYSTAL LAKE,16013271,07/20/2017,1
ANDERSON LK,16005004,08/25/1999,1
,-1600796,10/05/1992,1
Peoria TWZ,16007502,06/20/2003,3
CRANE LK,16005202,10/12/1999,2
HAVANA,16008215,09/30/2005,1
WOOD SLOUGH,16006375,08/23/2001,2
towhead,16008964,09/26/2007,1
QUIVER LAKE,16002493,08/26/1996,23
BAR ISLAND,16005610,08/14/2000,1
SNICARTE,16008669,06/15/2007,1
BATH FIXED,16004890,07/28/1999,1
RM 118,16011225,07/22/2013,1
MATANZAS MC,16009535,08/19/2009,5
TOWHEAD,16009048,09/26/2007,1
LAGRANGE TWZ,16004050,08/10/1998,1
DUCK ISLAND,16013132,09/21/2017,1
PEORIA TWZ,16005596,08/10/2000,1
GRAND IS,16006873,08/14/2002,432
MUSCOOTEN,16002781,10/29/1996,1
QUIVER ISL,16003134,07/22/1997,1
,16000492,06/27/1994,4
LIVERPOOL,16008106,08/02/2005,7
PEORIA TWZ,16001572,10/20/1995,3
MATANZAS,16004691,10/20/1998,1
MUSCOOTEN,16008688,07/02/2007,5
CLEAR LAKE,16012693,09/22/2016,1
GRAPE ISLAND,16011791,09/23/2014,1
,16000099,07/13/1993,1
BATH CHUTE,16011962,08/18/2014,2
BATH CHUTE,16008268,10/21/2005,1
BATH CHUTE,16005253,10/18/1999,2
CRANE LAKE,16005204,10/12/1999,1
TOWHEAD,16012782,06/17/2016,1
,-1600740,09/16/1992,3
BIG LAKE,16005799,09/25/2000,1
SUGAR CREEK,16013703,10/02/2018,1
TREADWAY LAK,16004141,09/01/1998,7
GRAPE/BAR,16013639,09/19/2018,4
BAR ISLAND,16008903,08/29/2007,1
BIG LAKE,16010278,07/01/2011,1
BIG LAKE,16011726,08/11/2014,1
LILLY LAKE,16013171,10/19/2017,1
TOWHEAD IS,16004156,09/03/1998,4
MUSCOOTENBAY,16007183,10/29/2002,1
BATH FIXED,16006095,07/05/2001,3
BATH CHUTE,16009036,10/12/2007,1
DUCK ISLAND,16008167,08/11/2005,1
Peoria TWZ,16008636,06/18/2007,7
,16000065,07/08/1993,9
BATH CHUTE,16011591,09/23/2013,1
banner sc,16007428,09/25/2003,1
TOWHEAD,16011988,08/08/2014,1
FREDERICK,16006808,07/15/2002,66
,-1600747,09/21/1992,3
DUCK ISLAND,16002644,09/25/1996,1
LIVERPOOL DI,16011364,10/17/2013,1
PEORIA TWZ,16003953,07/13/1998,9
towhead,16007657,06/18/2004,1
MCB AND LAKE,16010352,07/18/2011,3
TOWHEAD,16012943,10/04/2016,1
,-1600556,07/09/1992,6
PEORIA TWZ,16005074,09/09/1999,1
BANNER MARSH,16008754,07/16/2007,315
MATANZAS,16001564,10/18/1995,2
COAL CK,16006279,08/09/2001,93
MATANZAS,16012232,09/29/2015,1
TOWHEAD IS,16011106,08/20/2012,1
CHAIN LAKE,16008924,09/17/2007,5
PANTHER SL,16012726,10/07/2016,1
MATANZAS,16005152,09/28/1999,2
BAR ISLAND,16011138,10/11/2012,1
GRAPE/BAR,16011605,09/25/2013,1
LILLY LAKE,16013573,08/06/2018,56
BAR ISL,16003703,10/20/1997,7
RM 133,16011117,09/19/2012,1
LILY LAKE,16011610,09/26/2013,1
S OF GRAPE,16010405,08/16/2011,1
BATH CHUTE,16011765,09/05/2014,12
BATH CHUTE,16003266,08/08/1997,1
RM 87,16011345,09/18/2013,1
BIG LAKE,16013561,08/13/2018,3
CRANE LAKE,16001150,07/12/1995,2
,16000734,08/22/1994,1
COPPERAS,16008104,08/02/2005,1
MATANZAS LK,16001405,09/05/1995,1
Muscooten,16007199,07/11/2003,1
BIG LAKE,16005317,06/15/2000,1
LILY LAKE,16008458,08/18/2006,2
RM 118,16013303,08/14/2017,2
LILY LAKE,16004557,09/21/1998,9
LAKE PEKIN,16012685,09/20/2016,1
,-1600748,09/21/1992,1
TREADWAY LK,16011463,08/05/2013,5
LIVERPOOL,16005698,08/28/2000,5
TOWHEAD,16009401,09/24/2008,1
,16000469,06/22/1994,1
QUIVER ISL,16004101,08/24/1998,13
matanzas lk,16007598,08/22/2003,2
Peoria Twz,16007534,08/14/2003,33
TREADWAY LK,16005680,08/28/2000,1
LAGRANG TWZ,16006433,09/10/2001,6
BATH CHUTE,16005343,06/19/2000,1
LAGRANGE TWZ,16004716,10/28/1998,1
bath chute,16007661,06/21/2004,1
PEORIA TWZ,16003997,07/28/1998,12
CHAIN LAKE,16006508,09/24/2001,2
BATH CHUTE,16004008,08/05/1998,395
COPPERAS CR.,16002092,08/22/1996,1
RM 96,16010881,10/03/2012,1
Towhead,16007929,09/24/2004,1
BANNER MCBU,16003720,10/23/1997,1
CHAIN LAKE,16008936,09/17/2007,1
DUCK ISLAND,16008264,10/18/2005,1
QUIVER LKE,16002597,09/17/1996,6
GRAPE/BAR,16011607,09/26/2013,12
BAR ISLAND,16011522,09/03/2013,1
CLEAR LAKE,16012131,08/05/2015,2
BELOW BATH,16005918,10/16/2000,1
ABOVE BROWN,16008801,08/15/2007,1
BROWNING MC,16005832,09/29/2000,1
TOWHEAD,16011267,08/27/2013,11
PEORIA TWZ,16004846,07/19/1999,1
  PEORIA TWZ,16001188,07/20/1995,3
,16000115,07/15/1993,1
BAR ISLAND,16009330,08/21/2008,9
TOWHEAD,16008595,10/26/2006,1
BATH CHUTE,16008192,09/22/2005,1
Bath Fixed,16008402,08/16/2006,1
BATH CH FIXD,16001184,07/20/1995,1
PANTHER SL,16008715,07/09/2007,2
big lake,16007612,09/25/2003,1
Bath Fixed,16010227,10/15/2010,1
above lagran,16008007,10/15/2004,9
GRAPE ISLAND,16001424,09/11/1995,1
BANNER SCB,16003899,06/30/1998,294
GRAPE/BAR,16011605,09/25/2013,1
,16000401,10/21/1993,1
,16000331,09/27/1993,1
MEYERS DITCH,16011730,08/13/2014,1
GRAPE ISLAND,16011945,08/13/2014,9
,-1600768,09/28/1992,1
Peoria TWZ,16008483,08/28/2006,2
